restaurant_id,restaurant_name,city,cuisine,review_id,text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_label
112,Express's Chinese Hub,Bangalore,North Indian,112_2,The dosa tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
113,Cafe's Cafe Express,Kolkata,Mughlai,113_0,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
113,Cafe's Cafe Express,Kolkata,Mughlai,113_1,"Decent Mughlai food. The kebab was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
113,Cafe's Cafe Express,Kolkata,Mughlai,113_2,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
114,Cafe's Street Food Express,Jaipur,Fast Food,114_0,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
114,Cafe's Street Food Express,Jaipur,Fast Food,114_1,Average at best. There are better Fast Food places in Jaipur.,0.7964,0.441,0.0,0.559,Positive
114,Cafe's Street Food Express,Jaipur,Fast Food,114_2,"Decent Fast Food food. The thali was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
115,Spice's Continental Garden,Hyderabad,Chinese,115_0,Great ambiance and friendly staff. Highly recommend the dal makhani.,0.8777,0.59,0.0,0.41,Positive
115,Spice's Continental Garden,Hyderabad,Chinese,115_1,Best Chinese restaurant in Hyderabad. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
115,Spice's Continental Garden,Hyderabad,Chinese,115_2,Loved the pasta. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
116,Urban's Italian Express,Chennai,Thai,116_0,Disappointing experience. The momos was cold and bland.,-0.4939,0.0,0.314,0.686,Negative
116,Urban's Italian Express,Chennai,Thai,116_1,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
116,Urban's Italian Express,Chennai,Thai,116_2,Expected better Thai food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
117,Golden Lounge,Hyderabad,Chinese,117_0,Outstanding quality. The momos exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
117,Golden Lounge,Hyderabad,Chinese,117_1,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
117,Golden Lounge,Hyderabad,Chinese,117_2,Cozy place with authentic Chinese flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
118,Palace's Cafe Hub,Jaipur,Fast Food,118_0,Loved the fried rice. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
118,Palace's Cafe Hub,Jaipur,Fast Food,118_1,Outstanding quality. The curry exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
118,Palace's Cafe Hub,Jaipur,Fast Food,118_2,Five stars for the biryani and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
119,Corner Hub,Chennai,Desserts,119_0,Disappointing experience. The tacos was cold and bland.,-0.4939,0.0,0.314,0.686,Negative
119,Corner Hub,Chennai,Desserts,119_1,Great ambiance and friendly staff. Highly recommend the dal makhani.,0.8777,0.59,0.0,0.41,Positive
119,Corner Hub,Chennai,Desserts,119_2,"Decent Desserts food. The biryani was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
120,Kitchen Lounge,Bangalore,Street Food,120_0,Five stars for the dal makhani and the warm hospitality.,0.2263,0.174,0.0,0.826,Positive
120,Kitchen Lounge,Bangalore,Street Food,120_1,Average place for a quick meal. fried rice was acceptable.,0.3182,0.223,0.0,0.777,Positive
120,Kitchen Lounge,Bangalore,Street Food,120_2,Best Street Food restaurant in Bangalore. Worth every rupee!,0.75,0.477,0.0,0.523,Positive
121,Palace Point,Jaipur,Japanese,121_0,The butter chicken was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
121,Palace Point,Jaipur,Japanese,121_1,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
121,Palace Point,Jaipur,Japanese,121_2,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
122,Bistro Zone,Hyderabad,Desserts,122_0,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
122,Bistro Zone,Hyderabad,Desserts,122_1,Average at best. There are better Desserts places in Hyderabad.,0.7964,0.47,0.0,0.53,Positive
122,Bistro Zone,Hyderabad,Desserts,122_2,Disappointing experience. The biryani was cold and bland.,-0.4939,0.0,0.314,0.686,Negative
123,Royal's Desserts Tales,Hyderabad,Street Food,123_0,Cozy place with authentic Street Food flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
123,Royal's Desserts Tales,Hyderabad,Street Food,123_1,Best Street Food restaurant in Hyderabad. Worth every rupee!,0.75,0.477,0.0,0.523,Positive
123,Royal's Desserts Tales,Hyderabad,Street Food,123_2,Excellent service and quick delivery. The noodles is a must-try.,0.5719,0.316,0.0,0.684,Positive
124,Express World,Bangalore,Cafe,124_0,Average place for a quick meal. momos was acceptable.,0.3182,0.247,0.0,0.753,Positive
124,Express World,Bangalore,Cafe,124_1,Five stars for the burger and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
124,Express World,Bangalore,Cafe,124_2,Best Cafe restaurant in Bangalore. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
125,Palace Point,Hyderabad,Mexican,125_0,Five stars for the biryani and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
125,Palace Point,Hyderabad,Mexican,125_1,Excellent service and quick delivery. The pasta is a must-try.,0.5719,0.316,0.0,0.684,Positive
125,Palace Point,Hyderabad,Mexican,125_2,Great ambiance and friendly staff. Highly recommend the tacos.,0.8777,0.627,0.0,0.373,Positive
126,Heritage's South Indian Eatery,Hyderabad,North Indian,126_0,The dosa tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
126,Heritage's South Indian Eatery,Hyderabad,North Indian,126_1,Poor service and the curry was nothing special.,-0.6551,0.0,0.472,0.528,Negative
126,Heritage's South Indian Eatery,Hyderabad,North Indian,126_2,"Decent North Indian food. The kebab was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
127,Palace's Desserts Lounge,Ahmedabad,Italian,127_0,Excellent service and quick delivery. The noodles is a must-try.,0.5719,0.316,0.0,0.684,Positive
127,Palace's Desserts Lounge,Ahmedabad,Italian,127_1,Cozy place with authentic Italian flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
127,Palace's Desserts Lounge,Ahmedabad,Italian,127_2,Outstanding quality. The kebab exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
128,Modern's Italian Junction,Ahmedabad,Street Food,128_0,Loved the dal makhani. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
128,Modern's Italian Junction,Ahmedabad,Street Food,128_1,Five stars for the pasta and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
128,Modern's Italian Junction,Ahmedabad,Street Food,128_2,Cozy place with authentic Street Food flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
129,Fusion's North Indian Tales,Ahmedabad,Fast Food,129_0,Average place for a quick meal. curry was acceptable.,0.3182,0.247,0.0,0.753,Positive
129,Fusion's North Indian Tales,Ahmedabad,Fast Food,129_1,Poor service and the fried rice was nothing special.,-0.6551,0.0,0.434,0.566,Negative
129,Fusion's North Indian Tales,Ahmedabad,Fast Food,129_2,Outstanding quality. The sushi exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
130,Heritage's North Indian Story,Jaipur,North Indian,130_0,Average place for a quick meal. biryani was acceptable.,0.3182,0.247,0.0,0.753,Positive
130,Heritage's North Indian Story,Jaipur,North Indian,130_1,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
130,Heritage's North Indian Story,Jaipur,North Indian,130_2,"Decent North Indian food. The dosa was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
131,Fusion's Fast Food Lounge,Lucknow,Cafe,131_0,Five stars for the curry and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
131,Fusion's Fast Food Lounge,Lucknow,Cafe,131_1,Excellent service and quick delivery. The butter chicken is a must-try.,0.5719,0.291,0.0,0.709,Positive
131,Fusion's Fast Food Lounge,Lucknow,Cafe,131_2,Five stars for the kebab and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
132,Flavors's Mughlai Kitchen,Bangalore,Italian,132_0,"Decent Italian food. The thali was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
132,Flavors's Mughlai Kitchen,Bangalore,Italian,132_1,Average place for a quick meal. momos was acceptable.,0.3182,0.247,0.0,0.753,Positive
132,Flavors's Mughlai Kitchen,Bangalore,Italian,132_2,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
133,Modern's Desserts Eatery,Mumbai,South Indian,133_0,"Decent South Indian food. The butter chicken was okay, nothing extraordinary.",0.2263,0.16,0.0,0.84,Positive
133,Modern's Desserts Eatery,Mumbai,South Indian,133_1,The curry was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
133,Modern's Desserts Eatery,Mumbai,South Indian,133_2,"Decent South Indian food. The pizza was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
134,Classic's Mexican Junction,Lucknow,Continental,134_0,Nothing special but not bad either. Typical Continental fare.,0.4847,0.304,0.131,0.564,Positive
134,Classic's Mexican Junction,Lucknow,Continental,134_1,Cozy place with authentic Continental flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
134,Classic's Mexican Junction,Lucknow,Continental,134_2,Nothing special but not bad either. Typical Continental fare.,0.4847,0.304,0.131,0.564,Positive
135,Golden's Biryani House,Bangalore,Biryani,135_0,Best Biryani restaurant in Bangalore. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
135,Golden's Biryani House,Bangalore,Biryani,135_1,Poor service and the dosa was nothing special.,-0.6551,0.0,0.472,0.528,Negative
135,Golden's Biryani House,Bangalore,Biryani,135_2,Loved the biryani. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
136,Modern Kitchen,Lucknow,Japanese,136_0,Cozy place with authentic Japanese flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
136,Modern Kitchen,Lucknow,Japanese,136_1,Five stars for the paneer tikka and the warm hospitality.,0.2263,0.174,0.0,0.826,Positive
136,Modern Kitchen,Lucknow,Japanese,136_2,Expected better Japanese food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
137,Classic Kitchen,Bangalore,Japanese,137_0,Great ambiance and friendly staff. Highly recommend the burger.,0.8777,0.627,0.0,0.373,Positive
137,Classic Kitchen,Bangalore,Japanese,137_1,Average place for a quick meal. butter chicken was acceptable.,0.3182,0.223,0.0,0.777,Positive
137,Classic Kitchen,Bangalore,Japanese,137_2,"Decent Japanese food. The momos was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
138,Modern Story,Ahmedabad,Fast Food,138_0,Poor service and the momos was nothing special.,-0.6551,0.0,0.472,0.528,Negative
138,Modern Story,Ahmedabad,Fast Food,138_1,Five stars for the paneer tikka and the warm hospitality.,0.2263,0.174,0.0,0.826,Positive
138,Modern Story,Ahmedabad,Fast Food,138_2,Nothing special but not bad either. Typical Fast Food fare.,0.4847,0.282,0.122,0.597,Positive
139,Corner's Chinese Eatery,Kolkata,Chinese,139_0,Excellent service and quick delivery. The dosa is a must-try.,0.5719,0.316,0.0,0.684,Positive
139,Corner's Chinese Eatery,Kolkata,Chinese,139_1,Great ambiance and friendly staff. Highly recommend the dal makhani.,0.8777,0.59,0.0,0.41,Positive
139,Corner's Chinese Eatery,Kolkata,Chinese,139_2,Loved the momos. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
140,Cafe's Cafe Express,Chennai,North Indian,140_0,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
140,Cafe's Cafe Express,Chennai,North Indian,140_1,Loved the pasta. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
140,Cafe's Cafe Express,Chennai,North Indian,140_2,Five stars for the curry and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
141,Palace's South Indian Express,Ahmedabad,Biryani,141_0,Loved the paneer tikka. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
141,Palace's South Indian Express,Ahmedabad,Biryani,141_1,Disappointing experience. The sushi was cold and bland.,-0.4939,0.0,0.314,0.686,Negative
141,Palace's South Indian Express,Ahmedabad,Biryani,141_2,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
142,Express's Thai Hub,Kolkata,Cafe,142_0,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
142,Express's Thai Hub,Kolkata,Cafe,142_1,Outstanding quality. The dosa exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
142,Express's Thai Hub,Kolkata,Cafe,142_2,Five stars for the paneer tikka and the warm hospitality.,0.2263,0.174,0.0,0.826,Positive
143,Taste's Fast Food Corner,Jaipur,Biryani,143_0,Amazing Biryani food! The momos was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
143,Taste's Fast Food Corner,Jaipur,Biryani,143_1,The paneer tikka was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
143,Taste's Fast Food Corner,Jaipur,Biryani,143_2,Great ambiance and friendly staff. Highly recommend the dal makhani.,0.8777,0.59,0.0,0.41,Positive
144,Golden's Desserts Lounge,Jaipur,Biryani,144_0,Nothing special but not bad either. Typical Biryani fare.,0.4847,0.304,0.131,0.564,Positive
144,Golden's Desserts Lounge,Jaipur,Biryani,144_1,Amazing Biryani food! The pasta was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
144,Golden's Desserts Lounge,Jaipur,Biryani,144_2,Five stars for the curry and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
145,Urban's Cafe Delight,Bangalore,Thai,145_0,Great ambiance and friendly staff. Highly recommend the curry.,0.8777,0.627,0.0,0.373,Positive
145,Urban's Cafe Delight,Bangalore,Thai,145_1,Average at best. There are better Thai places in Bangalore.,0.7964,0.47,0.0,0.53,Positive
145,Urban's Cafe Delight,Bangalore,Thai,145_2,Amazing Thai food! The burger was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
146,House Junction,Delhi,Cafe,146_0,Cozy place with authentic Cafe flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
146,House Junction,Delhi,Cafe,146_1,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
146,House Junction,Delhi,Cafe,146_2,Best Cafe restaurant in Delhi. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
147,Palace Lounge,Lucknow,Italian,147_0,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
147,Palace Lounge,Lucknow,Italian,147_1,Nothing special but not bad either. Typical Italian fare.,0.4847,0.304,0.131,0.564,Positive
147,Palace Lounge,Lucknow,Italian,147_2,The sushi tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
148,Golden's Italian Grill,Ahmedabad,Fast Food,148_0,Cozy place with authentic Fast Food flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
148,Golden's Italian Grill,Ahmedabad,Fast Food,148_1,Nothing special but not bad either. Typical Fast Food fare.,0.4847,0.282,0.122,0.597,Positive
148,Golden's Italian Grill,Ahmedabad,Fast Food,148_2,The sushi was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
149,Fusion's Biryani House,Chennai,South Indian,149_0,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
149,Fusion's Biryani House,Chennai,South Indian,149_1,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
149,Fusion's Biryani House,Chennai,South Indian,149_2,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
150,Corner Bites,Mumbai,Mughlai,150_0,Nothing special but not bad either. Typical Mughlai fare.,0.4847,0.304,0.131,0.564,Positive
150,Corner Bites,Mumbai,Mughlai,150_1,Outstanding quality. The curry exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
150,Corner Bites,Mumbai,Mughlai,150_2,Average at best. There are better Mughlai places in Mumbai.,0.7964,0.47,0.0,0.53,Positive
151,Express's Continental Hub,Mumbai,Street Food,151_0,Average at best. There are better Street Food places in Mumbai.,0.7964,0.441,0.0,0.559,Positive
151,Express's Continental Hub,Mumbai,Street Food,151_1,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
151,Express's Continental Hub,Mumbai,Street Food,151_2,Poor service and the pizza was nothing special.,-0.6551,0.0,0.472,0.528,Negative
152,Modern's Biryani Eatery,Jaipur,Italian,152_0,Amazing Italian food! The noodles was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
152,Modern's Biryani Eatery,Jaipur,Italian,152_1,Great ambiance and friendly staff. Highly recommend the fried rice.,0.8777,0.59,0.0,0.41,Positive
152,Modern's Biryani Eatery,Jaipur,Italian,152_2,"Decent Italian food. The fried rice was okay, nothing extraordinary.",0.2263,0.174,0.0,0.826,Positive
153,Flavors's Fast Food Garden,Pune,Mughlai,153_0,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
153,Flavors's Fast Food Garden,Pune,Mughlai,153_1,Expected better Mughlai food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
153,Flavors's Fast Food Garden,Pune,Mughlai,153_2,Excellent service and quick delivery. The sushi is a must-try.,0.5719,0.316,0.0,0.684,Positive
154,Corner's Mexican Grill,Delhi,Chinese,154_0,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
154,Corner's Mexican Grill,Delhi,Chinese,154_1,Cozy place with authentic Chinese flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
154,Corner's Mexican Grill,Delhi,Chinese,154_2,Average place for a quick meal. noodles was acceptable.,0.3182,0.247,0.0,0.753,Positive
155,Palace's Street Food Point,Kolkata,Japanese,155_0,Excellent service and quick delivery. The dosa is a must-try.,0.5719,0.316,0.0,0.684,Positive
155,Palace's Street Food Point,Kolkata,Japanese,155_1,Outstanding quality. The momos exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
155,Palace's Street Food Point,Kolkata,Japanese,155_2,Great ambiance and friendly staff. Highly recommend the burger.,0.8777,0.627,0.0,0.373,Positive
156,Royal's Mughlai Lounge,Jaipur,Japanese,156_0,Excellent service and quick delivery. The thali is a must-try.,0.5719,0.316,0.0,0.684,Positive
156,Royal's Mughlai Lounge,Jaipur,Japanese,156_1,Best Japanese restaurant in Jaipur. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
156,Royal's Mughlai Lounge,Jaipur,Japanese,156_2,Disappointing experience. The curry was cold and bland.,-0.4939,0.0,0.314,0.686,Negative
157,Golden Point,Ahmedabad,North Indian,157_0,Average place for a quick meal. butter chicken was acceptable.,0.3182,0.223,0.0,0.777,Positive
157,Golden Point,Ahmedabad,North Indian,157_1,Standard restaurant experience. Prices are reasonable.,0.0,0.0,0.0,1.0,Neutral
157,Golden Point,Ahmedabad,North Indian,157_2,Excellent service and quick delivery. The kebab is a must-try.,0.5719,0.316,0.0,0.684,Positive
158,Classic's Continental Corner,Pune,Cafe,158_0,The kebab tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
158,Classic's Continental Corner,Pune,Cafe,158_1,Great ambiance and friendly staff. Highly recommend the dal makhani.,0.8777,0.59,0.0,0.41,Positive
158,Classic's Continental Corner,Pune,Cafe,158_2,Great ambiance and friendly staff. Highly recommend the butter chicken.,0.8777,0.59,0.0,0.41,Positive
159,Flavors's Mughlai Grill,Mumbai,North Indian,159_0,Average at best. There are better North Indian places in Mumbai.,0.7964,0.441,0.0,0.559,Positive
159,Flavors's Mughlai Grill,Mumbai,North Indian,159_1,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
159,Flavors's Mughlai Grill,Mumbai,North Indian,159_2,Cozy place with authentic North Indian flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
160,Palace Eatery,Bangalore,Cafe,160_0,Long wait times and rude staff. Food quality was mediocre.,-0.4588,0.0,0.25,0.75,Negative
160,Palace Eatery,Bangalore,Cafe,160_1,Loved the fried rice. Fresh ingredients and generous portions.,0.8591,0.613,0.0,0.387,Positive
160,Palace Eatery,Bangalore,Cafe,160_2,Nothing special but not bad either. Typical Cafe fare.,0.4847,0.304,0.131,0.564,Positive
161,Spice Express,Delhi,Chinese,161_0,Best Chinese restaurant in Delhi. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
161,Spice Express,Delhi,Chinese,161_1,Great ambiance and friendly staff. Highly recommend the noodles.,0.8777,0.627,0.0,0.373,Positive
161,Spice Express,Delhi,Chinese,161_2,Expected better Chinese food. Very underwhelming.,0.4404,0.367,0.0,0.633,Positive
162,Classic's Biryani Junction,Lucknow,Fast Food,162_0,Great ambiance and friendly staff. Highly recommend the noodles.,0.8777,0.627,0.0,0.373,Positive
162,Classic's Biryani Junction,Lucknow,Fast Food,162_1,Great ambiance and friendly staff. Highly recommend the noodles.,0.8777,0.627,0.0,0.373,Positive
162,Classic's Biryani Junction,Lucknow,Fast Food,162_2,The butter chicken was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
163,Garden's Fast Food Express,Kolkata,Thai,163_0,Great ambiance and friendly staff. Highly recommend the dosa.,0.8777,0.627,0.0,0.373,Positive
163,Garden's Fast Food Express,Kolkata,Thai,163_1,Amazing Thai food! The butter chicken was perfectly cooked and full of flavor.,0.8516,0.43,0.0,0.57,Positive
163,Garden's Fast Food Express,Kolkata,Thai,163_2,Average place for a quick meal. biryani was acceptable.,0.3182,0.247,0.0,0.753,Positive
164,Golden's Desserts Express,Kolkata,Japanese,164_0,Excellent service and quick delivery. The pasta is a must-try.,0.5719,0.316,0.0,0.684,Positive
164,Golden's Desserts Express,Kolkata,Japanese,164_1,The dosa tasted stale. Hygiene standards need improvement.,0.4588,0.3,0.0,0.7,Positive
164,Golden's Desserts Express,Kolkata,Japanese,164_2,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
165,Garden's Desserts Story,Hyderabad,North Indian,165_0,Best North Indian restaurant in Hyderabad. Worth every rupee!,0.75,0.477,0.0,0.523,Positive
165,Garden's Desserts Story,Hyderabad,North Indian,165_1,Best North Indian restaurant in Hyderabad. Worth every rupee!,0.75,0.477,0.0,0.523,Positive
165,Garden's Desserts Story,Hyderabad,North Indian,165_2,Cozy place with authentic North Indian flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
166,Corner's North Indian Zone,Chennai,Chinese,166_0,"Decent Chinese food. The pizza was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
166,Corner's North Indian Zone,Chennai,Chinese,166_1,The burger was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
166,Corner's North Indian Zone,Chennai,Chinese,166_2,Great ambiance and friendly staff. Highly recommend the dosa.,0.8777,0.627,0.0,0.373,Positive
167,Modern's Japanese Hub,Ahmedabad,Mughlai,167_0,"Decent Mughlai food. The pizza was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
167,Modern's Japanese Hub,Ahmedabad,Mughlai,167_1,"Decent Mughlai food. The noodles was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
167,Modern's Japanese Hub,Ahmedabad,Mughlai,167_2,"Decent Mughlai food. The biryani was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
168,Kitchen's North Indian Lounge,Bangalore,Chinese,168_0,The dal makhani tasted stale. Hygiene standards need improvement.,0.4588,0.273,0.0,0.727,Positive
168,Kitchen's North Indian Lounge,Bangalore,Chinese,168_1,The dal makhani was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
168,Kitchen's North Indian Lounge,Bangalore,Chinese,168_2,Nothing special but not bad either. Typical Chinese fare.,0.4847,0.304,0.131,0.564,Positive
169,Flavors's Biryani Corner,Bangalore,Italian,169_0,The dosa was fine. Ambiance could use some improvement.,0.5859,0.407,0.0,0.593,Positive
169,Flavors's Biryani Corner,Bangalore,Italian,169_1,Outstanding quality. The kebab exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
169,Flavors's Biryani Corner,Bangalore,Italian,169_2,Excellent service and quick delivery. The butter chicken is a must-try.,0.5719,0.291,0.0,0.709,Positive
170,Bistro Express,Ahmedabad,Street Food,170_0,Five stars for the noodles and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
170,Bistro Express,Ahmedabad,Street Food,170_1,Cozy place with authentic Street Food flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
170,Bistro Express,Ahmedabad,Street Food,170_2,"Decent Street Food food. The butter chicken was okay, nothing extraordinary.",0.2263,0.16,0.0,0.84,Positive
171,Palace's Fast Food Kitchen,Jaipur,Italian,171_0,"Decent Italian food. The pasta was okay, nothing extraordinary.",0.2263,0.192,0.0,0.808,Positive
171,Palace's Fast Food Kitchen,Jaipur,Italian,171_1,Nothing special but not bad either. Typical Italian fare.,0.4847,0.304,0.131,0.564,Positive
171,Palace's Fast Food Kitchen,Jaipur,Italian,171_2,The dal makhani was fine. Ambiance could use some improvement.,0.5859,0.375,0.0,0.625,Positive
172,Cafe Zone,Bangalore,Cafe,172_0,Best Cafe restaurant in Bangalore. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
172,Cafe Zone,Bangalore,Cafe,172_1,Cozy place with authentic Cafe flavors. Will visit again!,0.0,0.0,0.0,1.0,Neutral
172,Cafe Zone,Bangalore,Cafe,172_2,Poor service and the paneer tikka was nothing special.,-0.6551,0.0,0.434,0.566,Negative
173,Taste Lounge,Delhi,Italian,173_0,Outstanding quality. The pizza exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
173,Taste Lounge,Delhi,Italian,173_1,Poor service and the burger was nothing special.,-0.6551,0.0,0.472,0.528,Negative
173,Taste Lounge,Delhi,Italian,173_2,Average at best. There are better Italian places in Delhi.,0.7964,0.47,0.0,0.53,Positive
174,Spice's Fast Food Junction,Chennai,Mughlai,174_0,Loved the burger. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
174,Spice's Fast Food Junction,Chennai,Mughlai,174_1,Amazing Mughlai food! The momos was perfectly cooked and full of flavor.,0.8516,0.453,0.0,0.547,Positive
174,Spice's Fast Food Junction,Chennai,Mughlai,174_2,Best Mughlai restaurant in Chennai. Worth every rupee!,0.75,0.516,0.0,0.484,Positive
175,Taste Kitchen,Jaipur,Italian,175_0,Loved the pizza. Fresh ingredients and generous portions.,0.8591,0.655,0.0,0.345,Positive
175,Taste Kitchen,Jaipur,Italian,175_1,Five stars for the pasta and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
175,Taste Kitchen,Jaipur,Italian,175_2,Overpriced for the portion size. Not worth visiting again.,-0.1695,0.0,0.172,0.828,Negative
176,House's Chinese Bites,Delhi,Italian,176_0,Outstanding quality. The burger exceeded my expectations.,0.6124,0.4,0.0,0.6,Positive
176,House's Chinese Bites,Delhi,Italian,176_1,Five stars for the biryani and the warm hospitality.,0.2263,0.192,0.0,0.808,Positive
176,House's Chinese Bites,Delhi,Italian,176_2,Not recommended. Found hair in my food during visit.,-0.1511,0.0,0.166,0.834,Negative
177,Classic Spot,Chennai,Mexican,177_0,Average at best. There are better Mexican places in Chennai.,0.7964,0.47,0.0,0.53,Positive
